State,City,Organization Name,Facility Name,Application,SIC4,NAICS,Op Year,Latest Install Year,Capacity (kW),Prime Mover,Fuel Class - Prim Fuel,Last Verified,Project Profile Link,Microgrid,Critical Infrastructure,EPA Award Winner
AK,Fairbanks,Capstone Turbine Corporation,Fairbanks Food Bank,Community Services,8322,82421,2013,2013,70,Microturbine,NG - Natural Gas,2014,,,,
AK,Mekoryuk,Alaska Village Electric Cooperative,Mekoryuk,Utilities,4931,221112,2013,2013,849,Reciprocating Engine,OIL - Oil,2014,,,,
AK,Nuiqsut,North Slope Borough Power & Light,Nuiqsut,Utilities,4931,221112,1999,2013,"4,920",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Point Lay,North Slope Borough Power & Light,Point Lay,Laundries,7215,81231,2013,2013,700,Reciprocating Engine,OIL - Oil,2016,,,,
AK,Anchorage,Municipality of Anchorage/Doyon Utilities,Anchorage Landfill Gas to Energy,Solid Waste Facilities,4953,562212,2012,2012,"5,600",Reciprocating Engine,BIOMASS - Landfill Gas,2013,,,,
AK,Cordova,Cordova Electric Cooperative,Cordova,Utilities,4931,221112,2012,2012,"4,050",Reciprocating Engine,OIL - Diesel,2012,,,,
AK,Dutch Harbor,Unisea,Unisea,Food Processing,2092,311712,1990,2012,"17,500",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Emmonak,Alaska Village Electric Cooperative,Emmonak,Wastewater Treatment,4952,22132,1995,2012,"2,400",Reciprocating Engine,OIL - Distillate Fuel Oil,2017,,,X,
AK,Hoonah,'Tlingit-Haida Regional Electrical Authority / Inside Passage Electric Cooperative,Hoonah Power Plant,Utilities,4939,221112,2012,2012,"3,000",Reciprocating Engine,OIL - Oil,2016,,,,
AK,King Cove,City of King Cove Utility,King Cove,Misc. Manufacturing,1629,23713,2012,2012,"2,600",Reciprocating Engine,OIL - Distillate Fuel Oil,2017,,,,
AK,McGrath,McGrath Light and Power,McGrath,Utilities,4939,221112,1988,2012,"3,380",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Tok,Gateway School District,Gateway School District,Schools,8211,61111,2012,2012,120,Other,BIOMASS - Biomass,2014,http://www.chptap.org/Data/projects/Tok_AK_Gateway-Project_Profile.pdf,,X,
AK,Yakutat,"Yakutat Power, Inc.",Yakutat,District Energy,4961,22133,1999,2012,"3,800",Reciprocating Engine,OIL - Distillate Fuel Oil,2016,,,X,
AK,Chitina,Chitina,Chitina,Utilities,4931,22112,2011,2011,310,Reciprocating Engine,OIL - Diesel,2015,,,,
AK,Igiugig,Rural Power System Upgrade - Village of Igiugig,Igiugig,Utilities,4931,221112,2011,2011,235,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Kwethluk,Kwethluk,Kwethluk,Utilities,4931,22112,2010,2010,"1,050",Reciprocating Engine,OIL - Diesel,2010,,,,
AK,Nelson Lagoon,Nelson Lagoon Electric Cooperative,Nelson Lagoon,Utilities,4931,221112,2010,2010,290,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Ouzinkie,Ouzinkie Electric,Ouzinkie,Utilities,4931,22112,2010,2010,350,Boiler/Steam Turbine,OIL - Diesel,2010,,,,
AK,Tanana,Tanana Power Company,Tanana,Utilities,4931,221112,2010,2010,"1,260",Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Unalakleet,Unalakleet Valley Electric Cooperative,Unalakleet,Wastewater Treatment,4941,22131,2010,2010,"2,010",Reciprocating Engine,OIL - Oil,2015,,,X,
AK,Akiachak,Akiachak Native Community,Akiachak,Utilities,4931,22112,2009,2009,"1,500",Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Angoon,Tlingit-Haida Regional Electrical Authority / Inside Passage Electric Cooperative,Angoon,Schools,8211,61111,1990,2009,"1,585",Reciprocating Engine,OIL - Diesel,2016,http://www.chptap.org/Data/projects/ANGOON-Project_Profile.pdf,,X,
AK,Bethel,Bethel,Bethel,Utilities,4931,22112,2009,2009,"12,600",Reciprocating Engine,OIL - Diesel,2010,,,,
AK,Elfin Cove,Elfin Cove Electric Utility,Elfin Cove,Community Services,8322,62419,2007,2009,547,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Karluk,Karluk,Karluk,Utilities,4931,22112,2009,2009,108,Reciprocating Engine,OIL - Diesel,2010,,,,
AK,Kipnuk,Kipnuk Light Plant,Kipnuk,General Gov't.,9131,92114,2009,2009,"1,200",Reciprocating Engine,OIL - Oil,2013,,,,
AK,Levelock,"Levelock Electric Cooperative, Inc.",Levelock,Schools,8211,61111,2009,2009,234,Reciprocating Engine,OIL - Diesel,2010,,,X,
AK,Ruby,Ruby Electric Utility,Ruby,Utilities,4931,22112,2009,2009,600,Reciprocating Engine,OIL - Diesel,2010,,,,
AK,Beaver,Beaver Joint Utilities,Beaver,Utilities,4931,22112,2008,2008,250,Reciprocating Engine,OIL - Diesel,2015,,,,
AK,Diomede,Diomede,Diomede,General Gov't.,9199,92119,2008,2008,460,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Pilot Point,Pilot Point Electric Utility,Pilot Point,Schools,8211,61111,2008,2008,235,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Savoonga,Alaska Village Electric Cooperative,Savoonga,Utilities,4931,221112,2008,2008,"1,523",Reciprocating Engine,OIL - Oil,2017,,,,
AK,Dillingham,Dillingham,Dillingham,Wastewater Treatment,4952,221132,2007,2007,"4,400",Reciprocating Engine,OIL - Diesel,2015,,,X,
AK,Kotlik,Kotlik Electric Service,Kotlik,Utilities,4931,221112,2007,2007,"1,400",Reciprocating Engine,OIL - Oil,2014,,,,
AK,Naknek,Naknek Electric Association,Naknek,Utilities,4931,221112,2007,2007,"10,337",Reciprocating Engine,OIL - Oil,2013,,,,
AK,Nome,Nome Joint Utility Systems,Snake River,Utilities,4931,22112,2007,2007,"10,400",Reciprocating Engine,OIL - Distillate Fuel Oil,2017,,,,
AK,Scammon Bay,Alaska Village Electric Cooperative,Scammon Bay,Utilities,4931,221112,2001,2007,"1,300",Reciprocating Engine,OIL - Oil,2014,,,,
AK,White Mountain,White Mountain Electric Utility,White Mountain,Utilities,4931,221112,2007,2007,460,Reciprocating Engine,OIL - Diesel,2017,,,,
AK,Chena Hot Springs,Chena Hot Springs Resort,Chena Hot Springs Resort,Hotels,7011,72111,2006,2006,680,Organic Rankine Cycle,OTR - Other,2009,,,,
AK,Gambell,Alaska Village Electric Cooperative,Gambell,Utilities,4939,22131,1985,2006,"1,600",Reciprocating Engine,OIL - Diesel,2014,,,,
AK,Kasigluk,Alaska Village Electric Cooperative,Kasigluk,Utilities,4931,221112,2004,2006,"1,200",Reciprocating Engine,OIL - Diesel,2018,,,,
AK,King Cove,King Cove Village,King Cove,Utilities,4931,221112,2006,2006,"1,800",Reciprocating Engine,OIL - Diesel,2017,,,,
AK,Koyukuk,Koyukuk Electric Utility,Koyukuk,Utilities,4931,221112,2006,2006,205,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Manokotak,Manokotak Power Company,Manokotak,Schools,8211,61111,2006,2006,830,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Newtok,Ungusraq Power Company,Newtok,Wastewater Treatment,4941,22131,2006,2006,130,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Saint Mary's,Alaska Village Electric Cooperative,Saint Mary's,Community Services,8661,81311,1974,2006,"2,000",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Takotna,Takonta Community Association Utilities,Takotna,Utilities,4931,221112,2006,2006,216,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Tenakee Springs,Tenakee Springs Electric Utility,Tenakee Springs,Utilities,4931,221112,2006,2006,241,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Crooked Creek,Middle Kuskokwim Elec. Coop,Crooked Creek,Wastewater Treatment,4952,221132,2005,2005,223,Reciprocating Engine,OIL - Diesel,2013,,,X,
AK,Hughes,Hughes Power and Light,Hughes,Utilities,4931,221112,2005,2005,230,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Kongiganak,Kongiganak Village Electric/PUVURNAQ POWER COMPANY,Kongiganak,Wastewater Treatment,4952,22132,2005,2005,755,Reciprocating Engine,OIL - Diesel,2016,http://www.chptap.org/Data/projects/KONGIGANAK-Project_Profile.pdf,,X,
AK,Koyuk,Alaska Village Electric Cooperative,Koyuk,Schools,8211,61111,2005,2005,"1,100",Reciprocating Engine,OIL - Oil,2014,,,X,
AK,Pilot Station,Alaska Village Electric Cooperative,Pilot Station,General Gov't.,9199,92119,1998,2005,"1,200",Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Selawik,Alaska Village Electric Cooperative,Selawik,Wastewater Treatment,4952,221132,2005,2005,"1,686",Reciprocating Engine,OIL - Diesel,2017,,,X,
AK,Toksook Bay,Alaska Village Electric Cooperative,Toksook Bay,Utilities,4939,22131,2005,2005,"1,700",Reciprocating Engine,OIL - Diesel,2015,,,,
AK,Golovin,Golovin Power Utilities,Golovin,General Gov't.,9199,92119,2004,2004,570,Reciprocating Engine,OIL - Oil,2016,http://www.chptap.org/Data/projects/GOLOVIN-Project_Profile.pdf,,,
AK,Kivalina,Alaska Village Electric Cooperative,Kivalina,Utilities,4939,22131,1977,2004,"1,100",Reciprocating Engine,OIL - Oil,2015,,,,
AK,Pedro Bay,Pedro Bay Electric Utility,Pedro Bay,Utilities,4931,221112,2004,2004,260,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Shemya,U.S. Air Force,Eareckson Air Station - Cobra Dane Radar Installation,Military/Nat'l Security,9711,92811,2004,2004,540,Microturbine,OIL - Diesel,2013,,,X,
AK,Upper Kalskag,Alaska Village Electric Cooperative,Upper Kalskag,Utilities,4939,22131,2004,2004,"1,100",Reciprocating Engine,OIL - Oil,2014,,,,
AK,Anaktuvuk Pass,North Slope Borough Power & Light,Anaktuvuk Pass,Utilities,4931,221112,1999,2003,"3,115",Reciprocating Engine,OIL - Oil,2014,,,,
AK,Atqasuk,North Slope Borough Power & Light,Atqasuk,Utilities,4931,22112,1986,2003,"3,200",Reciprocating Engine,OIL - Distillate Fuel Oil,2014,,,,
AK,Central,Central Electric,Central,Utilities,4931,221112,2003,2003,500,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Chignik Lake,Chignik Lake Electric Utility,Chignik Lake,Utilities,4931,221112,2003,2003,525,Reciprocating Engine,OIL - Diesel,2017,,,,
AK,Deering,Ipnatchiaq Elec. Co.,Deering,Utilities,4939,221112,2003,2003,585,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Elim,Alaska Village Electric Cooperative,Elim,Utilities,4939,22131,2003,2003,"1,600",Reciprocating Engine,OIL - Oil,2014,,,,
AK,False Pass,False Pass Electric,False Pass,Utilities,4931,221112,2003,2003,450,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Kokhanok,Kokhanok Electric Utility,Kokhanok,Utilities,4931,221112,2003,2003,495,Reciprocating Engine,OIL - Diesel,2016,http://www.chptap.org/Data/projects/KOKHANOK-Project_Profile.pdf,,,
AK,Koliganek,Koliganek Elec. Utility,Koliganek,Utilities,4931,221112,2003,2003,340,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Nikolai,Nikolai Light and Power Utility,Nikolai,Utilities,4931,221112,2003,2003,240,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Perryville,Perryville Electric Utility,Perryville,Schools,8211,61111,2003,2003,473,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Port Alsworth,Tanalian Electric Cooperative,Port Alsworth,Schools,8211,61111,2003,2003,437,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Port Heiden,Port Heiden Electric Utility,Port Heiden,General Gov't.,9199,92119,2003,2003,430,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Stevens Village,Stevens Village Electric,Stevens Village,Laundries,7211,81232,2003,2003,260,Reciprocating Engine,OIL - Diesel,2016,http://www.chptap.org/Data/projects/STEVENS-Project_Profile.pdf,,,
AK,Twin Hills,Twin Hills Electric Utility,Twin Hills,Utilities,4931,221112,2003,2003,95,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Barrow,Barrow Utils & Elec Coop Inc,City of Barrow,Utilities,4939,221112,1977,2001,"20,300",Combustion Turbine,NG - Natural Gas,2015,,,,
AK,Teller,Teller Power Company,Teller,Utilities,4931,221112,2001,2001,"1,005",Reciprocating Engine,OIL - Oil,2018,,,,
AK,Venetie,Venetie Electric Utility,Venetie,Wastewater Treatment,4941,22131,1999,2001,500,Reciprocating Engine,OIL - Oil,2017,,,X,
AK,Wainwright,North Slope Borough Power & Light,Wainwright,Utilities,4939,221112,1988,2001,"3,000",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Chalkyitsik,Chalkyitsik Village Energy System,Chalkyitsik,Schools,8211,61111,2000,2000,290,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Cold Bay,G & K Inc.,Cold Bay,Utilities,4931,221112,2000,2000,"2,620",Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Ekwok,Ekwok Electric,Ekwok,Utilities,4931,221112,2000,2000,630,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Kaktovik,North Slope Borough Power & Light,Kaktovik,Utilities,4931,221112,2000,2000,"2,600",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Kiana,Alaska Village Electric Cooperative,Kiana,Utilities,4931,221112,2000,2000,"1,163",Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Manley Hot Springs,TDX Power,TDX Manley Generating,Utilities,4931,221112,2000,2000,446,Reciprocating Engine,OIL - Oil,2013,,,,
AK,Sand Point,"Sand Point Electric, Inc.",Sand Point,Utilities,4931,221112,2000,2000,"2,850",Reciprocating Engine,OIL - Oil,2004,,,,
AK,St. Paul Island,Tanadgusix Corp,TDX / POSS Camp,Utilities,4939,221112,2000,2000,300,Reciprocating Engine,OIL - Diesel,2015,,,,
AK,Valdez,"Arctic Slope Regional Corp. / Petro Star, Inc. / Copper Valley Electric",Petro Star Valdez Refinery,Petroleum Refining,2911,32411,2000,2000,"5,200",Combustion Turbine,OIL - Oil,2019,,,,
AK,Valdez-Cordova,"Copper Valley Elec Assn, Inc.",Valdez Co-Gen,District Energy,4961,22133,2000,2000,"5,300",Combustion Turbine,OIL - Oil,2016,,,X,
AK,Allakaket,Alaska Power & Telephone,Allakaket,Schools,8211,61111,1999,1999,430,Reciprocating Engine,OIL - Oil,2018,,,X,
AK,Atka,Andreanof Electric Corporation,Atka,Utilities,4911,221112,1999,1999,150,Reciprocating Engine,OIL - Oil,2004,,,,
AK,Bettles,Alaska Power & Telephone,Bettles,Utilities,4931,221112,1999,1999,760,Reciprocating Engine,OIL - Oil,2018,,,,
AK,Brevig Mission,Alaska Village Electric Cooperative,Brevig Mission,Schools,8211,61111,1999,1999,439,Reciprocating Engine,OIL - Oil,2004,,,X,
AK,Chefornak,Naterkaq Light Plant,Chefornak,Wastewater Treatment,4952,22132,1999,1999,450,Reciprocating Engine,OIL - Oil,2004,,,X,
AK,Chignik,Chignik Bay Plant,Chignik,Utilities,4931,221112,1999,1999,393,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Chignik Lagoon,Chignik Lagoon Power Utility,Chignik Lagoon,Schools,8211,61111,1999,1999,237,Reciprocating Engine,OIL - Oil,2013,,,X,
AK,Eagle,Eagle Power Company,Eagle,Schools,8211,61111,1999,1999,400,Reciprocating Engine,OIL - Oil,2004,,,X,
AK,Goodnews Bay,Alaska Village Electric Cooperative,Goodnews Bay,Utilities,4931,221112,1999,1999,495,Reciprocating Engine,OIL - Oil,2013,,,,
AK,Grayling,Alaska Village Electric Cooperative,Grayling School,Schools,8211,61111,1999,1999,546,Reciprocating Engine,OIL - Oil,2016,http://www.chptap.org/Data/projects/GRAYLING-Project_Profile.pdf,,X,
AK,Kaltag,Alaska Village Electric Cooperative,Kaltag,Schools,8211,61111,1999,1999,475,Reciprocating Engine,OIL - Oil,2004,,,X,
AK,Kodiak,U.S. Coast Guard,U.S. Coast Guard,Military/Nat'l Security,9711,92811,1999,1999,"6,200",Combustion Turbine,NG - Natural Gas,2003,,,X,
AK,Shaktoolik,Alaska Village Electric Cooperative,Shaktoolik,Wastewater Treatment,4941,22131,1999,1999,639,Reciprocating Engine,OIL - Oil,2004,,,X,
AK,Glennallen,Copper Valley Electric,Glennallen Plant,Commercial Buildings,6512,53112,1998,1998,325,Reciprocating Engine,OIL - Oil,2019,,,,
AK,Shungnak,Alaska Village Electric Cooperative,Shungnak,Wastewater Treatment,4941,22131,1984,1998,"1,200",Reciprocating Engine,OIL - Oil,2014,,,X,
AK,Deadhorse,"Northwest Arctic Energy, LLC",Prudhoe Bay,Commercial Buildings,6512,53112,1997,1997,555,Reciprocating Engine,NG - Natural Gas,2003,,,,
AK,Yakutat,Alaska Village Electric Cooperative,Yakutat Cogeneration,Food Processing,2091,311711,1997,1997,705,Reciprocating Engine,OIL - Oil,2019,,,,
AK,Prudhoe Bay,Prudhoe Bay Hotel,Prudhoe Bay,Hotels,7011,72111,1996,1996,950,Combustion Turbine,NG - Natural Gas,2003,,,,
AK,Deadhorse,Central Alaska Engineering Company,"Kodiak Oilfield Haulers, Inc.",Warehouses,4212,48411,1995,1995,994,Reciprocating Engine,NG - Natural Gas,1995,,,,
AK,Eagle,Alaska Power & Telephone,Eagle Power Plant,Utilities,4931,221112,1993,1993,480,Reciprocating Engine,OIL - Oil,2018,,,,
AK,Wales,Alaska Village Electric Cooperative,Wales,Utilities,4931,221112,1992,1992,572,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Deadhorse,"Lake Colleen Enterprises, Inc.",North Star Inn,Hotels,7011,72111,1991,1991,"5,000",Reciprocating Engine,NG - Natural Gas,2003,,,,
AK,Dutch Harbor,"Westward Seafoods, Inc.",Westward Seafoods Inc,Food Processing,2091,311711,1991,1991,"6,600",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
AK,Unalaska,"Alyeska Seafoods, Inc.",Alyeska Seafoods Inc,Food Processing,2091,311711,1986,1991,"5,900",Reciprocating Engine,OIL - Distillate Fuel Oil,2003,,,,
AK,Russian Mission,Alaska Village Electric Cooperative,Russian Mission,Utilities,4931,221112,1990,1990,541,Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Fairbanks,U.S. Army/ Doyon Utilities,Fort Wainwright,Military/Nat'l Security,9711,92811,1955,1989,"20,000",Boiler/Steam Turbine,COAL - Coal,2014,,,X,
AK,North Kenai,Andeavor,Andeavor Alaska Refinery,Petroleum Refining,2911,32411,1989,1989,"18,400",Combustion Turbine,NG - Natural Gas,2010,,,,
AK,Mountain Village,Alaska Village Electric Cooperative,Mountain Village,Utilities,4939,221112,1988,1988,"1,700",Reciprocating Engine,OIL - Diesel,2013,,,,
AK,Eielson AFB,U.S. Air Force,Eielson Air Force Base Central Heat,Military/Nat'l Security,9711,92811,1952,1987,"25,000",Boiler/Steam Turbine,COAL - Coal,2017,,X,X,
AK,Kenai,"Agrium, Inc.",Agrium Kenai Nitrogen Operations,Chemicals,2813,32512,1977,1977,"12,500",Combustion Turbine,NG - Natural Gas,2014,,,,
AK,Wasilla,Trans-Alaska Pipeline,Trans-Alaska Pipeline,Utilities,4612,48611,1975,1975,75,Organic Rankine Cycle,WASTE - Waste Heat,2016,,,,
AK,Fairbanks,Aurora Energy LLC,Aurora Energy LLC,Utilities,4939,221112,1952,1952,"29,000",Boiler/Steam Turbine,COAL - Coal,2016,,,,
AL,Brewton,Georgia-Pacific,Brewton Mill,Pulp & Paper,2631,32213,1964,2016,"101,400",Boiler/Steam Turbine,WASTE - Black Liquor,2018,,,,
AL,Clanton,St. Vincent's Health System,St. Vincent's Chilton Hospital,Hospitals,8062,62211,2016,2016,130,Microturbine,NG - Natural Gas,2018,,,X,
AL,Decatur,Industrial Facility,Industrial Facility,Instruments,3624,335991,2014,2014,750,Backpressure Steam Turbine,WASTE - Waste,2016,,,,
AL,Scottsboro,"W.W. Williams Southeast, Inc., Scottsboro Landfill",Scottsboro Landfill,Solid Waste Facilities,4953,562212,2012,2012,500,Reciprocating Engine,BIOMASS - Biomass,2013,,,,
AL,Moundville,Westervelt Renewable Energy,Westervelt Lumber,Pulp & Paper,2621,322121,2011,2011,"10,000",Boiler/Steam Turbine,BIOMASS - Biomass,2012,,,,
AL,Moundville,Westervelt Renewable Energy,Westervelt Moundville Cogen,Wood Products,2421,321113,2011,2011,"8,200",Boiler/Steam Turbine,WOOD - Wood Waste,2017,,,,
AL,Trinity,City of Decatur,Morgan County Regional Landfill,Solid Waste Facilities,4953,562212,2011,2011,800,Reciprocating Engine,BIOMASS - Landfill Gas,2018,,,,
AL,Coosa Pines,Resolute Forest Products,U S  Alliance Coosa Pines,Pulp & Paper,2679,322299,1968,2008,"30,300",Boiler/Steam Turbine,WASTE - Black Liquor,2016,,,,
AL,Hartford,Dorriety Farms,Dorriety Farms,Agriculture,241,11212,2007,2007,25,Reciprocating Engine,BIOMASS - Biomass,2008,,,,
AL,Demopolis,WestRock,Demopolis Mill,Pulp & Paper,2631,32213,2006,2006,"29,700",Boiler/Steam Turbine,BIOMASS - Biomass,2016,,,,
AL,Jackson,Boise White Paper,Boise White Paper,Pulp & Paper,2621,322121,2006,2006,"17,300",Boiler/Steam Turbine,NG - Natural Gas,2008,,,,
AL,Decatur,Calpine - Morgan Energy Center,BP-Amoco Chemicals,Petroleum Refining,2911,32411,2003,2003,"809,000",Combined Cycle,NG - Natural Gas,2018,,,,
AL,Decatur,Capital Power - Decatur Energy Center,Eastman Chemical Company - Solutia Performance Products,Chemicals,2824,325222,2002,2003,"805,000",Combined Cycle,NG - Natural Gas,2017,,,,
