naics,naics_desc,total,blast_furnace,waste_gas,pet_coke,pulp_liq,wood_chips,waste_oils,region,n_naics
327410,  Lime,0.1,0,0.1,0.1,0,0,0,northeast,6
327420, Gypsum,0,0,0,0,0,0,0,northeast,6
327993,  Mineral Wool,0,0,0,0,0,0,0,northeast,6
331,Primary Metals,48,48,0.1,0,0,0.1,0.1,northeast,3
331110,  Iron and Steel Mills and Ferroalloys,48,48,0.1,0,0,0.1,0,northeast,6
3312, Steel Products from Purchased Steel,0.1,0,0,0,0,0,0.1,northeast,4
3313, Alumina and Aluminum,0.1,0,0,0,0,0,0.1,northeast,4
331314,  Secondary Smelting and Alloying of Aluminum,0,0,0,0,0,0,0,northeast,6
331315,"  Aluminum Sheet, Plate and Foils",0,0,0,0,0,0,0,northeast,6
331318,"  Other Aluminum Rolling, Drawing and Extruding",0.1,0,0,0,0,0,0.1,northeast,6
3314," Nonferrous Metals, except Aluminum",0.1,0,0,0,0,0,0.1,northeast,4
331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,0,0,0,0,0,0,0,northeast,6
3315, Foundries,0,0,0,0,0,0,0,northeast,4
331511,   Iron Foundries,0,0,0,0,0,0,0,northeast,6
331523,   Nonferrous Metal Die-Casting Foundries,0,0,0,0,0,0,0,northeast,6
331524,"  Aluminum Foundries, except Die-Casting",0,0,0,0,0,0,0,northeast,6
332,Fabricated Metal Products,0,0,0,0,0,0,0,northeast,3
333,Machinery,0.1,0,0,0,0,0,0.1,northeast,3
334,Computer and Electronic Products,0,0,0,0,0,0,0,northeast,3
334413,  Semiconductors and Related Devices,0,0,0,0,0,0,0,northeast,6
335,"Electrical Equip., Appliances, and Components",0.1,0,0,0,0,0,0.1,northeast,3
336,Transportation Equipment,0,0,0,0,0,0,0,northeast,3
336111,Automobiles,0,0,0,0,0,0,0,northeast,6
336112,  Light Trucks and Utility Vehicles,0,0,0,0,0,0,0,northeast,6
3364,Aerospace Product and Parts,0,0,0,0,0,0,0,northeast,4
336411,Aircraft,0,0,0,0,0,0,0,northeast,6
337,Furniture and Related Products,0.6,0,0,0,0,0,0.6,northeast,3
339,Miscellaneous,0,0,0,0,0,0,0,northeast,3
31-33,Total,310,48,68,50,61,75,8,northeast,2
311,Food,4,0,2,0,0,1,1,midwest,3
3112,Grain and Oilseed Milling,1,0,0.1,0,0,0.1,1,midwest,4
311221,Wet Corn Milling,0.1,0,0.1,0,0,0,0,midwest,6
31131,Sugar Manufacturing,0.1,0,0.1,0,0,0,0,midwest,5
3114,Fruit and Vegetable Preserving and Specialty Food ,0.1,0,0.1,0,0,0.1,0.1,midwest,4
3115,Dairy Product,0.1,0,0.1,0,0,0,0,midwest,4
3116,Animal Slaughtering and Processing,1,0,0.9,0,0,0.1,0,midwest,4
312,Beverage and Tobacco Products,0,0,0,0,0,0,0,midwest,3
3121,  Beverages,0,0,0,0,0,0,0,midwest,4
3122,  Tobacco ,0,0,0,0,0,0,0,midwest,4
313,Textile Mills,0,0,0,0,0,0,0,midwest,3
314,Textile Product Mills,0,0,0,0,0,0,0,midwest,3
315,Apparel,0,0,0,0,0,0,0,midwest,3
316,Leather and Allied Products,0,0,0,0,0,0,0,midwest,3
321,Wood Products,16,0,0,0,0,15,0.1,midwest,3
321113,  Sawmills,5,0,0,0,0,5,0.1,midwest,6
3212,"  Veneer, Plywood, and Engineered Woods",5,0,0,0,0,5,0.1,midwest,4
321219,   Reconstituted Wood Products,4,0,0,0,0,4,0.1,midwest,6
3219,  Other Wood Products,3.1,0,0,0,0,3,0.1,midwest,4
322,Paper,85,0,0.1,4,51,25,6,midwest,3
322110,  Pulp Mills,0.1,0,0.1,0,0,0,0,midwest,6
322121,"  Paper Mills, except Newsprint",73,0,0.1,4,48,20,0.1,midwest,6
322122,  Newsprint Mills,0,0,0,0,0,0,0,midwest,6
322130,  Paperboard Mills,12,0,0.1,0,3,4,5,midwest,6
323,Printing and Related Support,0.1,0,0,0,0,0.1,0.1,midwest,3
324,Petroleum and Coal Products,331,4,225,101,0,0,1,midwest,3
324110,  Petroleum Refineries,326,0,225,101,0,0,0,midwest,6
324121,   Asphalt Paving Mixture and Block,0.1,0,0,0,0,0,0.1,midwest,6
324122,   Asphalt Shingle and Coating Materials,0,0,0,0,0,0,0,midwest,6
324199,  Other Petroleum and Coal Products,4,4,0,0,0,0,0,midwest,6
325,Chemicals,8,0,6,0.1,0,0.1,2,midwest,3
325110,  Petrochemicals,0,0,0,0,0,0,0,midwest,6
325120,  Industrial Gases,0,0,0,0,0,0,0,midwest,6
325180,  Other Basic Inorganic Chemicals,0.1,0,0.1,0,0,0.1,0.1,midwest,6
325193,  Ethyl Alcohol ,1,0,1,0,0,0,0,midwest,6
325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",0.1,0,0,0,0,0.1,0,midwest,6
325199,  Other Basic Organic Chemicals,1,0,0.1,0,0,0,0.1,midwest,6
325211,  Plastics Materials and Resins,4,0,3,0,0,0,1,midwest,6
325212,  Synthetic Rubber,0,0,0,0,0,0,0,midwest,6
325220,  Artificial and Synthetic Fibers and Filaments,0,0,0,0,0,0,0,midwest,6
325311,  Nitrogenous Fertilizers,1,0,1,0,0,0,0,midwest,6
325312,  Phosphatic Fertilizers,0,0,0,0,0,0,0,midwest,6
3254,  Pharmaceuticals and Medicines,0,0,0,0,0,0,0,midwest,4
325412,  Pharmaceutical Preparation,0,0,0,0,0,0,0,midwest,6
325992,"  Photographic Film, Paper, Plate, and Chemicals",0,0,0,0,0,0,0,midwest,6
326,Plastics and Rubber Products,0,0,0,0,0,0,0,midwest,3
327,Nonmetallic Mineral Products,21,0,0.1,16,0,0.9,4,midwest,3
327120,   Clay Building Material and Refractories,0.2,0,0,0,0,0.1,0.1,midwest,6
327211,  Flat Glass,0,0,0,0,0,0,0,midwest,6
327212,  Other Pressed and Blown Glass and Glassware,0,0,0,0,0,0,0,midwest,6
327213,  Glass Containers,0,0,0,0,0,0,0,midwest,6
327215,  Glass Products from Purchased Glass,0.1,0,0,0,0,0,0.1,midwest,6
327310,  Cements,13,0,0,9,0,0.1,4,midwest,6
327410,  Lime,7,0,0.1,7,0,0,0.1,midwest,6
327420, Gypsum,0,0,0,0,0,0,0,midwest,6
327993,  Mineral Wool,0.1,0,0,0,0,0.1,0,midwest,6
331,Primary Metals,176,168,4,4,0,0.1,0.1,midwest,3
331110,  Iron and Steel Mills and Ferroalloys,173,168,4,1,0,0.1,0,midwest,6
3312, Steel Products from Purchased Steel,0,0,0,0,0,0,0,midwest,4
3313, Alumina and Aluminum,3,0,0,3,0,0,0,midwest,4
331314,  Secondary Smelting and Alloying of Aluminum,0,0,0,0,0,0,0,midwest,6
331315,"  Aluminum Sheet, Plate and Foils",0,0,0,0,0,0,0,midwest,6
331318,"  Other Aluminum Rolling, Drawing and Extruding",0,0,0,0,0,0,0,midwest,6
3314," Nonferrous Metals, except Aluminum",0.1,0,0,0,0,0,0.1,midwest,4
331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,0.1,0,0,0,0,0,0.1,midwest,6
3315, Foundries,0.1,0,0.1,0,0,0,0,midwest,4
331511,   Iron Foundries,0,0,0,0,0,0,0,midwest,6
331523,   Nonferrous Metal Die-Casting Foundries,0,0,0,0,0,0,0,midwest,6
331524,"  Aluminum Foundries, except Die-Casting",0,0,0,0,0,0,0,midwest,6
332,Fabricated Metal Products,0,0,0,0,0,0,0,midwest,3
333,Machinery,0.1,0,0,0,0,0,0.1,midwest,3
334,Computer and Electronic Products,0,0,0,0,0,0,0,midwest,3
334413,  Semiconductors and Related Devices,0,0,0,0,0,0,0,midwest,6
335,"Electrical Equip., Appliances, and Components",0,0,0,0,0,0,0,midwest,3
336,Transportation Equipment,2,0,2,0,0,0,0.1,midwest,3
336111,Automobiles,0.1,0,0.1,0,0,0,0,midwest,6
336112,  Light Trucks and Utility Vehicles,0.5,0,0.5,0,0,0,0,midwest,6
3364,Aerospace Product and Parts,0.2,0,0.2,0,0,0,0,midwest,4
336411,Aircraft,0,0,0,0,0,0,0,midwest,6
337,Furniture and Related Products,0.1,0,0,0,0,0.1,0,midwest,3
339,Miscellaneous,0,0,0,0,0,0,0,midwest,3
31-33,Total,642,172,239,125,51,41,13,midwest,2
311,Food,5,0,2,0,0,4,0.1,south,3
3112,Grain and Oilseed Milling,4,0,0.1,0,0,4,0,south,4
311221,Wet Corn Milling,2,0,0.1,0,0,2,0,south,6
31131,Sugar Manufacturing,0,0,0,0,0,0,0,south,5
3114,Fruit and Vegetable Preserving and Specialty Food ,0.1,0,0.1,0,0,0,0,south,4
3115,Dairy Product,0,0,0,0,0,0,0,south,4
3116,Animal Slaughtering and Processing,1,0,1,0,0,0,0.1,south,4
312,Beverage and Tobacco Products,1,0,0.1,0,0,1,0.1,south,3
3121,  Beverages,1,0,0.1,0,0,1,0.1,south,4
3122,  Tobacco ,0,0,0,0,0,0,0,south,4
313,Textile Mills,0.1,0,0,0,0,0,0.1,south,3
314,Textile Product Mills,0.1,0,0.1,0,0,0,0,south,3
315,Apparel,0,0,0,0,0,0,0,south,3
316,Leather and Allied Products,0,0,0,0,0,0,0,south,3
321,Wood Products,132,0,0,0,0,132,0.1,south,3
321113,  Sawmills,52,0,0,0,0,52,0.1,south,6
3212,"  Veneer, Plywood, and Engineered Woods",46,0,0,0,0,45,0.1,south,4
321219,   Reconstituted Wood Products,26,0,0,0,0,26,0.1,south,6
3219,  Other Wood Products,4.1,0,0,0,0,4,0.1,south,4
322,Paper,964,0,3.7,10.3,667,278,5,south,3
322110,  Pulp Mills,199,0,0,0.1,152,47,0.1,south,6
322121,"  Paper Mills, except Newsprint",235,0,0.1,3,168,68,0,south,6
322122,  Newsprint Mills,15,0,0,0,5,10,0,south,6
322130,  Paperboard Mills,515,0,2,6,340,145,5,south,6
323,Printing and Related Support,0.01,0,0,0,0,0,0.01,south,3
324,Petroleum and Coal Products,1023,11,700,309,0,0,4,south,3
324110,  Petroleum Refineries,987,0,698,289,0,0,0,south,6
324121,   Asphalt Paving Mixture and Block,4,0,0.1,0,0,0,4,south,6
324122,   Asphalt Shingle and Coating Materials,0,0,0,0,0,0,0,south,6
324199,  Other Petroleum and Coal Products,33,11,2,20,0,0,0,south,6
325,Chemicals,359,0,352,2.5,0,0.5,4,south,3
325110,  Petrochemicals,140,0,140,0,0,0,0.1,south,6
325120,  Industrial Gases,0,0,0,0,0,0,0,south,6
325180,  Other Basic Inorganic Chemicals,33,0,33,0,0,0.1,0,south,6
325193,  Ethyl Alcohol ,0,0,0,0,0,0,0,south,6
325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",2.9,0,0.1,0,0,2.9,0.1,south,6
325199,  Other Basic Organic Chemicals,132,0,130,0,0,0,2,south,6
325211,  Plastics Materials and Resins,47,0,46,0,0,0,1,south,6
325212,  Synthetic Rubber,0.1,0,0,0,0,0,0.1,south,6
325220,  Artificial and Synthetic Fibers and Filaments,0,0,0,0,0,0,0,south,6
325311,  Nitrogenous Fertilizers,0.1,0,0.1,0,0,0,0,south,6
325312,  Phosphatic Fertilizers,0,0,0,0,0,0,0,south,6
3254,  Pharmaceuticals and Medicines,0.1,0,0,0,0,0.1,0.1,south,4
325412,  Pharmaceutical Preparation,0.1,0,0,0,0,0,0.1,south,6
325992,"  Photographic Film, Paper, Plate, and Chemicals",0.1,0,0.1,0,0,0,0,south,6
326,Plastics and Rubber Products,5.8,0,0,0,0,5.7,0.1,south,3
327,Nonmetallic Mineral Products,20,0,0.1,15,0,2,3,south,3
327120,   Clay Building Material and Refractories,0,0,0,0,0,0,0,south,6
327211,  Flat Glass,0,0,0,0,0,0,0,south,6
327212,  Other Pressed and Blown Glass and Glassware,0,0,0,0,0,0,0,south,6
327213,  Glass Containers,0,0,0,0,0,0,0,south,6
327215,  Glass Products from Purchased Glass,0,0,0,0,0,0,0,south,6
327310,  Cements,12,0,0.1,7,0,2,3,south,6
327410,  Lime,7,0,0,7,0,0,0,south,6
327420, Gypsum,0,0,0,0,0,0,0,south,6
327993,  Mineral Wool,0,0,0,0,0,0,0,south,6
331,Primary Metals,23,18,0,0.1,0,4,0.1,south,3
331110,  Iron and Steel Mills and Ferroalloys,19,18,0,0.1,0,1,0.1,south,6
3312, Steel Products from Purchased Steel,0.1,0,0,0.1,0,0,0,south,4
3313, Alumina and Aluminum,0,0,0,0,0,0,0,south,4
331314,  Secondary Smelting and Alloying of Aluminum,0,0,0,0,0,0,0,south,6
331315,"  Aluminum Sheet, Plate and Foils",0,0,0,0,0,0,0,south,6
331318,"  Other Aluminum Rolling, Drawing and Extruding",0,0,0,0,0,0,0,south,6
3314," Nonferrous Metals, except Aluminum",3,0,0,0,0,3,0,south,4
331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,3,0,0,0,0,3,0,south,6
3315, Foundries,0,0,0,0,0,0,0,south,4
331511,   Iron Foundries,0,0,0,0,0,0,0,south,6
331523,   Nonferrous Metal Die-Casting Foundries,0,0,0,0,0,0,0,south,6
331524,"  Aluminum Foundries, except Die-Casting",0,0,0,0,0,0,0,south,6
332,Fabricated Metal Products,0.1,0,0,0.1,0,0,0,south,3
333,Machinery,0,0,0,0,0,0,0,south,3
334,Computer and Electronic Products,0,0,0,0,0,0,0,south,3
334413,  Semiconductors and Related Devices,0,0,0,0,0,0,0,south,6
335,"Electrical Equip., Appliances, and Components",0,0,0,0,0,0,0,south,3
336,Transportation Equipment,0.1,0,0.1,0,0,0,0,south,3
336111,Automobiles,0,0,0,0,0,0,0,south,6
336112,  Light Trucks and Utility Vehicles,0.5,0,0.5,0,0,0,0,south,6
3364,Aerospace Product and Parts,0.1,0,0.1,0,0,0,0,south,4
336411,Aircraft,0,0,0,0,0,0,0,south,6
337,Furniture and Related Products,2,0,0,0,0,2,0.1,south,3
339,Miscellaneous,0,0,0,0,0,0,0,south,3
31-33,Total,2532,29,1056,337,667,426,16,south,2
311,Food,3,0,2,0,0,1,0,west,3
3112,Grain and Oilseed Milling,0.1,0,0.1,0,0,0,0,west,4
311221,Wet Corn Milling,0,0,0,0,0,0,0,west,6
31131,Sugar Manufacturing,0,0,0,0,0,0,0,west,5
3114,Fruit and Vegetable Preserving and Specialty Food ,3,0,2,0,0,1,0,west,4
3115,Dairy Product,0,0,0,0,0,0,0,west,4
3116,Animal Slaughtering and Processing,0.1,0,0.1,0,0,0,0,west,4
312,Beverage and Tobacco Products,0.1,0,0.1,0,0,0,0,west,3
3121,  Beverages,0.1,0,0.1,0,0,0,0,west,4
3122,  Tobacco ,0,0,0,0,0,0,0,west,4
313,Textile Mills,0,0,0,0,0,0,0,west,3
314,Textile Product Mills,0,0,0,0,0,0,0,west,3
315,Apparel,0,0,0,0,0,0,0,west,3
316,Leather and Allied Products,0,0,0,0,0,0,0,west,3
321,Wood Products,45,0,0,0,0,44,1,west,3
321113,  Sawmills,31,0,0,0,0,30,1,west,6
3212,"  Veneer, Plywood, and Engineered Woods",12,0,0,0,0,12,0,west,4
321219,   Reconstituted Wood Products,3,0,0,0,0,3,0,west,6
3219,  Other Wood Products,2,0,0,0,0,2,0,west,4
322,Paper,104,0,0,0,80,21,3,west,3
322110,  Pulp Mills,7,0,0,0,5,1,0,west,6
322121,"  Paper Mills, except Newsprint",20,0,0,0,16,4,0,west,6
322122,  Newsprint Mills,1,0,0,0,0,1,0,west,6
322130,  Paperboard Mills,76,0,0,0,58,14,3,west,6
323,Printing and Related Support,0,0,0,0,0,0,0,west,3
324,Petroleum and Coal Products,455,0,337,118,0,0.1,0.1,west,3
324110,  Petroleum Refineries,451,0,337,114,0,0,0,west,6
324121,   Asphalt Paving Mixture and Block,0.1,0,0,0,0,0,0.1,west,6
324122,   Asphalt Shingle and Coating Materials,0,0,0,0,0,0,0,west,6
324199,  Other Petroleum and Coal Products,4,0,0,4,0,0.1,0,west,6
325,Chemicals,12,6,6,0,0,0,0.1,west,3
325110,  Petrochemicals,0,0,0,0,0,0,0,west,6
325120,  Industrial Gases,0,0,0,0,0,0,0,west,6
325180,  Other Basic Inorganic Chemicals,12,6,6,0,0,0,0,west,6
325193,  Ethyl Alcohol ,0,0,0,0,0,0,0,west,6
325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",0,0,0,0,0,0,0,west,6
325199,  Other Basic Organic Chemicals,0.1,0,0,0,0,0,0.1,west,6
325211,  Plastics Materials and Resins,0.1,0,0.1,0,0,0,0.1,west,6
325212,  Synthetic Rubber,0,0,0,0,0,0,0,west,6
325220,  Artificial and Synthetic Fibers and Filaments,0,0,0,0,0,0,0,west,6
325311,  Nitrogenous Fertilizers,0,0,0,0,0,0,0,west,6
325312,  Phosphatic Fertilizers,0,0,0,0,0,0,0,west,6
3254,  Pharmaceuticals and Medicines,0,0,0,0,0,0,0,west,4
325412,  Pharmaceutical Preparation,0,0,0,0,0,0,0,west,6
325992,"  Photographic Film, Paper, Plate, and Chemicals",0,0,0,0,0,0,0,west,6
326,Plastics and Rubber Products,0,0,0,0,0,0,0,west,3
327,Nonmetallic Mineral Products,17,0,0.1,16,0,1,0.1,west,3
327120,   Clay Building Material and Refractories,0,0,0,0,0,0,0,west,6
327211,  Flat Glass,0,0,0,0,0,0,0,west,6
327212,  Other Pressed and Blown Glass and Glassware,0,0,0,0,0,0,0,west,6
327213,  Glass Containers,0,0,0,0,0,0,0,west,6
327215,  Glass Products from Purchased Glass,0.1,0,0,0,0,0.1,0,west,6
327310,  Cements,15,0,0.1,13,0,1,0.1,west,6
327410,  Lime,3,0,0,3,0,0,0,west,6
327420, Gypsum,0,0,0,0,0,0,0,west,6
327993,  Mineral Wool,0,0,0,0,0,0,0,west,6
331,Primary Metals,1,0,0,1,0,0,0,west,3
331110,  Iron and Steel Mills and Ferroalloys,0.1,0,0,0.1,0,0,0,west,6
3312, Steel Products from Purchased Steel,0,0,0,0,0,0,0,west,4
3313, Alumina and Aluminum,0,0,0,0,0,0,0,west,4
331314,  Secondary Smelting and Alloying of Aluminum,0,0,0,0,0,0,0,west,6
