,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
82,1002149,2017,International Paper - Springfield Mill,559072.2,11.25,#4 Kraft Recovery Furnace EU445C,Chemical Recovery Furnace,2.487,0.0019,0.00042
83,1002272,2017,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",501355.7,10.09,RB5,Chemical Recovery Furnace,2.231,0.0019,0.00042
84,1002272,2017,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",500262,10.07,RB4,Chemical Recovery Furnace,2.226,0.0019,0.00042
85,1002272,2017,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",,,LK4,Pulp Mill Lime Kiln,,,
86,1002305,2017,"WESTROCK TEXAS, L.P.",,,No. 7 Lime Kiln,Pulp Mill Lime Kiln,,,
87,1002305,2017,"WESTROCK TEXAS, L.P.",450268.6,9.1,No. 3 Recovery Boiler,Chemical Recovery Furnace,2.012,0.0019,0.00042
88,1002305,2017,"WESTROCK TEXAS, L.P.",753064.4,15.22,No. 4 Recovery Boiler,Chemical Recovery Furnace,3.364,0.0019,0.00042
89,1002305,2017,"WESTROCK TEXAS, L.P.",,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
90,1002339,2017,THILMANY MILL,122250.1,2.48,8 Kraft Recovery Furnace/B08,Chemical Recovery Furnace,.548,0.0019,0.00042
91,1002339,2017,THILMANY MILL,,,Kraft Lime Kiln/P12,Pulp Mill Lime Kiln,,,
92,1002339,2017,THILMANY MILL,173342.6,3.51,10 Kraft Recovery Furnace/B10,Chemical Recovery Furnace,.777,0.0019,0.00042
93,1002708,2017,CLEARWATER PAPER CORP-CYPRESS BEND MILL,565424.7,11.46,#1 Recovery Boiler,Chemical Recovery Furnace,2.532,0.0019,0.00042
94,1002708,2017,CLEARWATER PAPER CORP-CYPRESS BEND MILL,,,#1 Lime Kiln,Pulp Mill Lime Kiln,,,
95,1002733,2017,"Brunswick Cellulose, Inc.",1210681.1,24.37,R407,Chemical Recovery Furnace,5.387,0.0019,0.00042
96,1002733,2017,"Brunswick Cellulose, Inc.",748491.5,15.06,R401,Chemical Recovery Furnace,3.33,0.0019,0.00042
97,1002733,2017,"Brunswick Cellulose, Inc.",,,L537,Pulp Mill Lime Kiln,,,
98,1002823,2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,483588.7,9.75,No. 3 Recovery Furnace (R402),Chemical Recovery Furnace,2.154,0.0019,0.00042
99,1002823,2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,288246.3,5.81,No. 1 Recovery Furnace (R400),Chemical Recovery Furnace,1.284,0.0019,0.00042
100,1002823,2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,No. 2 Lime Kiln (L601),Pulp Mill Lime Kiln,,,
101,1002823,2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,No. 1 Lime Kiln (L600),Pulp Mill Lime Kiln,,,
102,1002823,2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,325656.3,6.56,No. 2 Recovery Furnace (R401),Chemical Recovery Furnace,1.451,0.0019,0.00042
103,1002846,2017,"Hood Container of Louisiana, LLC",514763.6,10.36,Recovery Furnace,Chemical Recovery Furnace,2.29,0.0019,0.00042
104,1002846,2017,"Hood Container of Louisiana, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
105,1002893,2017,BOISE PAPER,0,0,No. 2 Recovery Furnace,Chemical Recovery Furnace,0,0.0019,0.00042
106,1002893,2017,BOISE PAPER,351768.5,7.09,No. 3 Recovery Furnace,Chemical Recovery Furnace,1.567,0.0019,0.00042
107,1002893,2017,BOISE PAPER,,,Lime Kiln,Pulp Mill Lime Kiln,,,
108,1002963,2017,BOISE WHITE PAPER MILL,501156.8,10.13,Z011,Chemical Recovery Furnace,2.239,0.0019,0.00042
109,1002963,2017,BOISE WHITE PAPER MILL,,,Z003,Pulp Mill Lime Kiln,,,
110,1003048,2017,SAPPI FINE PAPER (S.D. WARREN ) MILL,860517.8,17.42,Recovery Boiler,Chemical Recovery Furnace,3.851,0.0019,0.00042
111,1003048,2017,SAPPI FINE PAPER (S.D. WARREN ) MILL,,,Lime Kiln,Pulp Mill Lime Kiln,,,
112,1003280,2017,PACKAGING CORP. OF AMERICA,,,6063,Pulp Mill Lime Kiln,,,
113,1003280,2017,PACKAGING CORP. OF AMERICA,677010.8,13.63,7040,Chemical Recovery Furnace,3.012,0.0019,0.00042
114,1003320,2017,Verso Escanaba LLC,756378.3,15.22,EURF15,Chemical Recovery Furnace,3.365,0.0019,0.00042
115,1003320,2017,Verso Escanaba LLC,,,EULK29,Pulp Mill Lime Kiln,,,
116,1003419,2017,"WestRock CP, LLC",0,0,N001,Chemical Recovery Combustion Unit,0,0.0019,0.00042
117,1003470,2017,GRAPHIC PACKAGING INTERNATIONAL,682771.6,13.74,D001,Chemical Recovery Furnace,3.038,0.0019,0.00042
118,1003470,2017,GRAPHIC PACKAGING INTERNATIONAL,,,L001,Pulp Mill Lime Kiln,,,
119,1003470,2017,GRAPHIC PACKAGING INTERNATIONAL,,,L002,Pulp Mill Lime Kiln,,,
120,1003501,2017,EVERGREEN PACKAGING-PINE BLUFF,,,Lime Kiln No. 1,Pulp Mill Lime Kiln,,,
121,1003501,2017,EVERGREEN PACKAGING-PINE BLUFF,,,Lime Kiln No. 2,Pulp Mill Lime Kiln,,,
122,1003501,2017,EVERGREEN PACKAGING-PINE BLUFF,216795.3,4.38,Recovery Boiler No. 2,Chemical Recovery Furnace,.967,0.0019,0.00042
123,1003501,2017,EVERGREEN PACKAGING-PINE BLUFF,789387.3,15.93,Recovery Boiler No. 4,Chemical Recovery Furnace,3.522,0.0019,0.00042
124,1003501,2017,EVERGREEN PACKAGING-PINE BLUFF,227876.4,4.6,Recovery Boiler No. 3,Chemical Recovery Furnace,1.017,0.0019,0.00042
125,1003633,2017,Twin Rivers Pine Bluff LLC,,,Lime Kiln SN-01,Pulp Mill Lime Kiln,,,
126,1003633,2017,Twin Rivers Pine Bluff LLC,141549.2,2.85,Recovery Boiler,Chemical Recovery Furnace,.63,0.0019,0.00042
127,1003884,2017,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,65020.6,1.18,B25,Chemical Recovery Combustion Unit,.261,0.0019,0.00042
128,1003943,2017,GREIF RIVERVILLE LLC,58638.1,1.05,Recovery Boiler,Chemical Recovery Combustion Unit,.231,0.0019,0.00042
129,1004017,2017,CASCADE PACIFIC PULP HALSEY PULP MILL,,,LIme Kiln,Pulp Mill Lime Kiln,,,
130,1004017,2017,CASCADE PACIFIC PULP HALSEY PULP MILL,492282.5,9.91,Recovery Furnace,Chemical Recovery Furnace,2.19,0.0019,0.00042
131,1004055,2017,GEORGIA-PACIFIC TOLEDO LLC,,,EU2 Lime Kiln #2,Pulp Mill Lime Kiln,,,
132,1004055,2017,GEORGIA-PACIFIC TOLEDO LLC,258233.1,5.2,EU16 Recovery Boiler #2,Chemical Recovery Furnace,1.15,0.0019,0.00042
133,1004055,2017,GEORGIA-PACIFIC TOLEDO LLC,,,EU3 Lime Kiln #3,Pulp Mill Lime Kiln,,,
134,1004055,2017,GEORGIA-PACIFIC TOLEDO LLC,267982.7,5.4,EU14 Recovery Boiler #1,Chemical Recovery Furnace,1.193,0.0019,0.00042
135,1004055,2017,GEORGIA-PACIFIC TOLEDO LLC,,,EU1 Lime Kiln #1,Pulp Mill Lime Kiln,,,
136,1004199,2017,Pixelle Specialty Solutions,,,Calciner,Pulp Mill Lime Kiln,,,
137,1004199,2017,Pixelle Specialty Solutions,577771.3,11.67,Recovery Boiler #3,Chemical Recovery Furnace,2.581,0.0019,0.00042
138,1004396,2017,DOMTAR A. W. LLC-NEKOOSA,306247.7,6.19,B14,Chemical Recovery Furnace,1.368,0.0019,0.00042
139,1004396,2017,DOMTAR A. W. LLC-NEKOOSA,,,P22,Pulp Mill Lime Kiln,,,
140,1004705,2017,CLEARWATER PAPER CORP,,,Number 3 Lime Kiln,Pulp Mill Lime Kiln,,,
141,1004705,2017,CLEARWATER PAPER CORP,868052.1,17.47,Number 5 Recovery Furnace,Chemical Recovery Furnace,3.862,0.0019,0.00042
142,1004705,2017,CLEARWATER PAPER CORP,,,Number 4 Lime Kiln,Pulp Mill Lime Kiln,,,
143,1004705,2017,CLEARWATER PAPER CORP,281940.4,5.67,Number 4 Recovery Furnace,Chemical Recovery Furnace,1.254,0.0019,0.00042
144,1004874,2017,WISCONSIN RAPIDS PAPER MILL,163656.3,3.29,Recovery Boiler #2 (P36),Chemical Recovery Furnace,.728,0.0019,0.00042
145,1004874,2017,WISCONSIN RAPIDS PAPER MILL,164512.5,3.31,Recovery Boiler #1 (P39),Chemical Recovery Furnace,.732,0.0019,0.00042
146,1004874,2017,WISCONSIN RAPIDS PAPER MILL,,,Lime Kiln (P30),Pulp Mill Lime Kiln,,,
147,1004874,2017,WISCONSIN RAPIDS PAPER MILL,144185.7,2.9,Recovery Boiler #3 (P37),Chemical Recovery Furnace,.642,0.0019,0.00042
148,1004886,2017,INTERSTATE PAPER LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
149,1004886,2017,INTERSTATE PAPER LLC,305016.1,6.14,Recovery Boiler,Chemical Recovery Furnace,1.357,0.0019,0.00042
150,1004901,2017,International Paper-Port Wentworth,619077.8,12.46,RE01,Chemical Recovery Furnace,2.754,0.0019,0.00042
151,1004901,2017,International Paper-Port Wentworth,,,LK01,Pulp Mill Lime Kiln,,,
152,1005012,2017,"WESTROCK CP, LLC - HODGE MILL",711248.3,14.32,RB2,Chemical Recovery Furnace,3.164,0.0019,0.00042
153,1005012,2017,"WESTROCK CP, LLC - HODGE MILL",,,LK2,Pulp Mill Lime Kiln,,,
154,1005012,2017,"WESTROCK CP, LLC - HODGE MILL",356014.4,7.17,RB3,Chemical Recovery Furnace,1.584,0.0019,0.00042
155,1005012,2017,"WESTROCK CP, LLC - HODGE MILL",,,LK1,Pulp Mill Lime Kiln,,,
156,1005579,2017,"WestRock CP, LLC - West Point Mill",,,LK2,Pulp Mill Lime Kiln,,,
157,1005579,2017,"WestRock CP, LLC - West Point Mill",,,LK1,Pulp Mill Lime Kiln,,,
158,1005579,2017,"WestRock CP, LLC - West Point Mill",387006.8,7.79,RF4,Chemical Recovery Furnace,1.722,0.0019,0.00042
159,1005579,2017,"WestRock CP, LLC - West Point Mill",421265.9,8.54,RF5,Chemical Recovery Furnace,1.888,0.0019,0.00042
160,1005653,2017,INTERNATIONAL PAPER - BOGALUSA MILL,,,Lime Kiln,Pulp Mill Lime Kiln,,,
161,1005653,2017,INTERNATIONAL PAPER - BOGALUSA MILL,401936.7,8.09,Recovery Furnace No. 20,Chemical Recovery Furnace,1.788,0.0019,0.00042
162,1005653,2017,INTERNATIONAL PAPER - BOGALUSA MILL,540338.3,10.88,Recovery Furnace No. 21,Chemical Recovery Furnace,2.404,0.0019,0.00042
163,1005669,2017,APPLETON ROARING SPRING PAPER MFG,144890.6,2.94,038 - No. 3 Recovery Boiler,Chemical Recovery Furnace,.649,0.0019,0.00042
164,1005669,2017,APPLETON ROARING SPRING PAPER MFG,,,103A - Lime Kiln,Pulp Mill Lime Kiln,,,
165,1005706,2017,"Domtar Paper Company, LLC",392851.1,7.96,Chemical Recovery Furnace,Chemical Recovery Furnace,1.76,0.0019,0.00042
166,1005706,2017,"Domtar Paper Company, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
167,1005732,2017,PORT TOWNSEND PAPER CORP,366092.3,7.37,Recovery Furnace,Chemical Recovery Furnace,1.629,0.0019,0.00042
168,1005732,2017,PORT TOWNSEND PAPER CORP,,,Lime Kiln,Pulp Mill Lime Kiln,,,
169,1005738,2017,International Paper - Mansfield Mill,637967.4,12.87,No. 1 Recovery Boiler,Chemical Recovery Furnace,2.845,0.0019,0.00042
170,1005738,2017,International Paper - Mansfield Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
171,1005738,2017,International Paper - Mansfield Mill,628531.4,12.68,No. 2 Recovery Boiler,Chemical Recovery Furnace,2.803,0.0019,0.00042
172,1005909,2017,International Paper - Orange Mill,227864.1,4.59,RF1,Chemical Recovery Furnace,1.014,0.0019,0.00042
173,1005909,2017,International Paper - Orange Mill,229069.7,4.61,RF2,Chemical Recovery Furnace,1.019,0.0019,0.00042
174,1005909,2017,International Paper - Orange Mill,,,LK,Pulp Mill Lime Kiln,,,
175,1005948,2017,GEORGIA-PACIFIC BREWTON LLC,,,BR-CRP5-S010,Pulp Mill Lime Kiln,,,
176,1005948,2017,GEORGIA-PACIFIC BREWTON LLC,664348,13.42,BR-REC4-M001,Chemical Recovery Furnace,2.967,0.0019,0.00042
177,1005948,2017,GEORGIA-PACIFIC BREWTON LLC,64587.6,1.3,BR-REC3-M010,Chemical Recovery Furnace,.288,0.0019,0.00042
178,1005948,2017,GEORGIA-PACIFIC BREWTON LLC,,,BR-CRP7-S015,Pulp Mill Lime Kiln,,,
179,1005959,2017,DOMTAR PAPER KINGSPORT MILL,520454.2,10.55,82-0022-34,Chemical Recovery Furnace,2.333,0.0019,0.00042
180,1005959,2017,DOMTAR PAPER KINGSPORT MILL,,,82-0022-36,Pulp Mill Lime Kiln,,,
181,1005994,2017,DOMTAR AW LLC ASHDOWN MILL,,,No. 3 Lime Kiln,Pulp Mill Lime Kiln,,,
182,1005994,2017,DOMTAR AW LLC ASHDOWN MILL,610087.7,12.3,No. 2 Recovery Boiler,Chemical Recovery Furnace,2.719,0.0019,0.00042
183,1005994,2017,DOMTAR AW LLC ASHDOWN MILL,,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
184,1005994,2017,DOMTAR AW LLC ASHDOWN MILL,782008.4,15.77,No. 3 Recovery Boiler,Chemical Recovery Furnace,3.486,0.0019,0.00042
185,1005998,2017,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,,,4LK,Pulp Mill Lime Kiln,,,
186,1005998,2017,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,315994.3,6.37,4RF,Chemical Recovery Furnace,1.408,0.0019,0.00042
187,1006209,2017,International Paper - Flint River Mill,931905.5,18.76,Recovery Furnace (U500),Chemical Recovery Furnace,4.146,0.0019,0.00042
188,1006209,2017,International Paper - Flint River Mill,,,Lime Kiln (U800),Pulp Mill Lime Kiln,,,
189,1006256,2017,PACKAGING CORPORATION OF AMERICA,793433.1,15.97,Recovery Boiler 69-01,Chemical Recovery Furnace,3.53,0.0019,0.00042
190,1006256,2017,PACKAGING CORPORATION OF AMERICA,,,Lime Kiln 69-04,Pulp Mill Lime Kiln,,,
191,1006262,2017,International Paper-Eastover Mill,995130.9,20.13,No.2 Recovery Furnace,Chemical Recovery Furnace,4.449,0.0019,0.00042
192,1006262,2017,International Paper-Eastover Mill,,,No.2 Lime Kiln,Pulp Mill Lime Kiln,,,
193,1006262,2017,International Paper-Eastover Mill,420685.5,8.51,No.1 Recovery Furnace,Chemical Recovery Furnace,1.881,0.0019,0.00042
194,1006262,2017,International Paper-Eastover Mill,,,No.1 Lime Kiln,Pulp Mill Lime Kiln,,,
195,1006360,2017,NIPPON DYNAWAVE PACKAGING,883471.9,17.78,GHG-01_RB10,Chemical Recovery Furnace,3.931,0.0019,0.00042
196,1006360,2017,NIPPON DYNAWAVE PACKAGING,,,GHG-02_LK,Pulp Mill Lime Kiln,,,
197,1006366,2017,ND Paper Inc - Rumford Division,,,Lime Kiln,Pulp Mill Lime Kiln,,,
198,1006366,2017,ND Paper Inc - Rumford Division,820087.4,16.59,Chemical Recovery Furnace,Chemical Recovery Furnace,3.668,0.0019,0.00042
199,1006367,2017,PACKAGING CORPORATION OF AMERICA,34823.1,1.08,EUCOPELAND,Chemical Recovery Combustion Unit,.239,0.0019,0.00042
200,1006454,2017,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",602520,12.13,No. 22 Recovery Furnace / 8201-10,Chemical Recovery Furnace,2.681,0.0019,0.00042
201,1006454,2017,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",538910.5,10.85,No. 19 Recovery Furnace / 1261-10,Chemical Recovery Furnace,2.398,0.0019,0.00042
202,1006454,2017,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",0,0,No. 18 Recovery Furnace / 1246-10,Chemical Recovery Furnace,0,0.0019,0.00042
