,TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
10,,1003280,2010,PACKAGING CORP. OF AMERICA,6063,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,23684,1.14,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,1000166,2010,KapStone Paper and Packaging Corp,09-PU-004,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,33407.6,1.2,0,25.2,0,,,,,,,,,,,,,,,,,,
12,,1000166,2010,KapStone Paper and Packaging Corp,08-PU-012,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,119,0,.005,.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,1000166,2010,KapStone Paper and Packaging Corp,08-PU-012,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,1015,.04,.008,.8,2.5,,,,,,,,,,,,,,,,,,
14,,1000230,2010,Blue Ridge Paper Products Inc.,Recovery Furnace No.10,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,9407,.38,.075,7.9,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,1000230,2010,Blue Ridge Paper Products Inc.,Recovery Furnace No.10,Propane,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,7.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,1000230,2010,Blue Ridge Paper Products Inc.,Recovery Furnace No.11,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,7822.5,.31,.062,6.6,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,1000230,2010,Blue Ridge Paper Products Inc.,Recovery Furnace No.11,Propane,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,32.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,1000230,2010,Blue Ridge Paper Products Inc.,Lime Kiln No.4,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,25335.1,.91,0,19.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,1000230,2010,Blue Ridge Paper Products Inc.,Lime Kiln No.4,Propane,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,66.6,0,.001,0,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,1000230,2010,Blue Ridge Paper Products Inc.,Lime Kiln No.5,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,37035.1,1.33,0,27.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,1000230,2010,Blue Ridge Paper Products Inc.,Lime Kiln No.5,Propane,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,108.9,.01,.001,.1,.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,1000258,2010,International Paper-Franklin Mill,Recovery Boiler 5,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,9.6,0,0,0,0,,,,,,,,,,,,,,,,,,
23,,1000258,2010,International Paper-Franklin Mill,Recovery Boiler 5,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,294.9,.01,0,.2,0,,,,,,,,,,,,,,,,,,
24,,1000258,2010,International Paper-Franklin Mill,Lime Kiln 4,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,11994.4,.43,0,9,0,,,,,,,,,,,,,,,,,,
25,,1000258,2010,International Paper-Franklin Mill,Lime Kiln 4,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,701.8,.03,0,.6,0,,,,,,,,,,,,,,,,,,
26,,1000258,2010,International Paper-Franklin Mill,Recovery Boiler 6,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,2160.6,.09,.02,1.9,6.2,,,,,,,,,,,,,,,,,,
27,,1000258,2010,International Paper-Franklin Mill,Lime Kiln 3,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,10439.7,.38,0,8,0,,,,,,,,,,,,,,,,,,
28,,1000258,2010,International Paper-Franklin Mill,Lime Kiln 3,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,669,.02,0,.4,0,,,,,,,,,,,,,,,,,,
29,,1000305,2010,Resolute Forest Product - Coosa Pines Operation,Z003,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,10920.8,.44,.089,9.3,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,1000305,2010,Resolute Forest Product - Coosa Pines Operation,Z032,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,122,0,.001,.1,.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,1000305,2010,Resolute Forest Product - Coosa Pines Operation,Z032,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1b, natural gas billing in mmBtu)",2010-01-01-00:0,2010-12-31-00:0,30165,1.54,.057,32.3,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,1001237,2010,Luke Paper Company,Lime Kiln,Petroleum Coke,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,3343.7,.1,0,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,1001237,2010,Luke Paper Company,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,38680.1,2,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,1001237,2010,Luke Paper Company,Lime Kiln,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,76.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,1001237,2010,Luke Paper Company,Recovery Boiler #2,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,305.6,.01,.002,.2,.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,1001237,2010,Luke Paper Company,Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,1001237,2010,Luke Paper Company,Recovery Boiler #2,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1001237,2010,Luke Paper Company,Recovery Boiler #3,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1001237,2010,Luke Paper Company,Recovery Boiler #3,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,230.6,.01,.002,.2,.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,1001237,2010,Luke Paper Company,Recovery Boiler #3,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,7724.1,.3,.1,6.3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,1006803,2010,INTERNATIONAL PAPER SAVANNA MILL,LK07,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,9438,.34,0,7.1,0,,,,,,,,,,,,,,,,,,
42,,1006803,2010,INTERNATIONAL PAPER SAVANNA MILL,LK07,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,987.9,.03,0,.6,0,,,,,,,,,,,,,,,,,,
43,,1006803,2010,INTERNATIONAL PAPER SAVANNA MILL,RF15,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,11818.4,.22,.02,4.6,6.2,,,,,,,,,,,,,,,,,,
44,,1001892,2010,VERSO PAPER QUINNESEC MILL,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,28621.9,1.46,0,30.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,1001892,2010,VERSO PAPER QUINNESEC MILL,Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,14358.1,.52,0,10.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,1001892,2010,VERSO PAPER QUINNESEC MILL,Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,1801.7,.03,.003,.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,1001892,2010,VERSO PAPER QUINNESEC MILL,Recovery Boiler,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,516.4,.02,.004,.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,1001733,2010,International Paper - Red River Mill,RB3 (NA-41-41),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,49480.3,.93,.09,19.5,27.9,,,,,,,,,,,,,,,,,,
49,,1001733,2010,International Paper - Red River Mill,LK (1224-06-06),Coke,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,23716.4,.63,0,13.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,1001733,2010,International Paper - Red River Mill,LK (1224-06-06),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,14647.4,.75,0,15.8,0,,,,,,,,,,,,,,,,,,
51,,1003048,2010,SAPPI FINE PAPER (S.D. WARREN ) MILL,Lime Kiln,,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,48979.8,1.76,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,1003048,2010,SAPPI FINE PAPER (S.D. WARREN ) MILL,Recovery Boiler,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,199.3,.01,.002,.2,.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,1003048,2010,SAPPI FINE PAPER (S.D. WARREN ) MILL,Recovery Boiler,,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,2217.4,.09,.018,1.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,1006256,2010,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,Lime Kiln 69-04,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,11112,.57,.021,12,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,1006256,2010,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,Lime Kiln 69-04,Petroleum Coke,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,36474,1.07,.214,22.5,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,1006256,2010,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,Recovery Boiler 69-01,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,6881,.13,.013,2.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,1002098,2010,GREEN BAY PACKAGING/ARK KRAFT,Unit 1 (Recover Boiler  SN-05A),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,1420,.03,.003,.6,.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,1002098,2010,GREEN BAY PACKAGING/ARK KRAFT,Unit 2 (#2 Lime Kiln  SN-08),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,18700,.95,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,1006962,2010,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X026,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Daily,,34396,1.75,0,36.8,0,,,,,,,,,,,,,,,,,,
60,,1006962,2010,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X026,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,326,.01,0,.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,1006962,2010,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X024,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,7502,.3,.061,6.3,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,1006962,2010,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X024,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Daily,,62744,1.18,.118,24.8,36.6,,,,,,,,,,,,,,,,,,
63,,1002339,2010,THILMANY MILL,8 Kraft Recovery Furnace/B08,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,5248.7,.1,.01,2.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,1002339,2010,THILMANY MILL,8 Kraft Recovery Furnace/B08,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,472.1,.02,.01,.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,1002339,2010,THILMANY MILL,Kraft Lime Kiln/P12,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,6891.4,.13,.013,2.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,1002339,2010,THILMANY MILL,Kraft Lime Kiln/P12,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,5746.6,.23,.122,4.8,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,1002339,2010,THILMANY MILL,10 Kraft Recovery Furnace/B10,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,4048.1,.08,.008,1.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF01,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,4505,.08,.008,1.7,2.5,,,,,,,,,,,,,,,,,,
69,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF01,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,61,0,0,0,0,,,,,,,,,,,,,,,,,,
70,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF02,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,5340,.1,.01,2.1,3.1,,,,,,,,,,,,,,,,,,
71,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF02,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Once per fuel lot,,106,0,.001,0,.3,,,,,,,,,,,,,,,,,,
72,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK01,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,8670,.44,0,9.2,0,,,,,,,,,,,,,,,,,,
73,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK01,Petroleum Coke,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,41246,1.09,0,22.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK02,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,6533,.33,0,6.9,0,,,,,,,,,,,,,,,,,,
75,,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK02,Petroleum Coke,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,37366,.99,0,20.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,1002893,2010,BOISE PAPER,No. 2 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,6703,.13,.013,2.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,1002893,2010,BOISE PAPER,No. 3 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,4956,.09,.009,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,1002893,2010,BOISE PAPER,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,28819,.57,.054,11.9,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,1002893,2010,BOISE PAPER,Lime Kiln,Lubricants,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,617,.57,.05,12,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,1001995,2010,SAPPI CLOQUET LLC,EU 005,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,262.9,.01,.002,.2,.6,,,,,,,,,,,,,,,,,,
81,,1001995,2010,SAPPI CLOQUET LLC,EU 005,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,2675,.05,.005,1.1,1.6,,,,,,,,,,,,,,,,,,
82,,1001995,2010,SAPPI CLOQUET LLC,EU 033,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2010-01-01-00:0,2010-12-31-00:0,Monthly,,38274,2.11,0,44.3,0,,,,,,,,,,,,,,,,,,
83,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 1 Recovery Furnace (R400),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,3683,.15,.03,3.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 2 Recovery Furnace (R401),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,1748,.07,.014,1.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 3 Recovery Furnace (R402),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,57955,2.32,.463,48.7,143.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 1 Lime Kiln (L600),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,19405,.99,0,20.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 1 Lime Kiln (L600),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,10762,.39,0,8.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 2 Lime Kiln (L601),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,20078,1.02,0,21.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,1002823,2010,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 2 Lime Kiln (L601),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,10605,.38,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,1003501,2010,EVERGREEN PACKAGING-PINE BLUFF,Lime Kiln No. 1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2010-01-01-00:0,2010-12-31-00:0,27934,1.35,0,28.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
